jee_main_score,jee_advanced_score,class_12_percent,daily_study_hours,family_income,peer_pressure_level,admission_taken,dropout
59.29,70.14,77.52,4.6,Mid,Medium,Yes,0
63.93,85.13,84.27,4.4,Mid,Medium,No,0
82.58,41.7,68.24,3.8,Mid,Medium,No,0
79.01,74.07,70.13,1.6,High,Medium,Yes,0
58.31,76.02,68.31,4.4,Mid,Medium,Yes,0
73.39,46.17,71.68,6.5,High,High,No,0
82.52,41.95,89.26,8.1,Low,High,Yes,0
48.63,54.06,80.73,4.0,Low,High,Yes,0
79.61,55.42,63.69,4.2,Mid,Medium,No,0
62.72,78.05,69.0,5.5,Low,High,Yes,0
79.99,56.17,78.73,7.5,High,High,No,0
61.31,52.3,65.93,3.5,Low,High,Yes,0
46.73,56.21,67.75,5.9,Low,Medium,No,1
49.21,83.9,88.45,2.9,High,Low,No,0
72.67,66.21,68.87,5.2,Mid,Low,Yes,0
75.64,63.13,84.55,6.4,High,High,No,0
59.34,64.24,87.55,1.9,High,Medium,Yes,0
80.94,86.67,67.67,3.4,Mid,Low,No,0
48.74,54.01,66.1,6.4,High,High,No,0
71.07,87.05,72.24,5.7,Mid,Medium,Yes,0
55.05,69.37,64.11,6.6,High,Low,Yes,0
62.87,63.43,76.21,6.2,Low,Low,No,1
72.66,100.0,72.94,3.8,Mid,Medium,Yes,0
59.95,49.11,78.61,8.9,Mid,Low,No,0
66.62,60.34,88.97,4.8,Low,High,No,1
86.09,46.28,83.17,0.0,Low,High,No,1
63.92,81.24,79.89,3.9,Mid,Medium,Yes,0
83.7,93.03,55.34,3.6,Low,Medium,No,1
56.18,92.72,79.43,6.1,High,High,Yes,0
79.42,85.58,92.23,3.6,High,Medium,No,0
92.18,62.84,50.0,6.7,High,Low,No,0
37.4,60.16,81.89,5.6,Low,Low,Yes,0
60.84,39.26,73.41,2.5,Low,Low,Yes,0
80.08,98.57,66.5,4.2,Low,Low,Yes,0
69.16,73.5,83.01,2.9,Mid,Medium,No,0
77.2,58.13,92.1,4.9,High,Low,No,0
63.54,87.25,82.75,2.9,Mid,Medium,Yes,0
73.21,50.44,71.29,4.6,Mid,High,Yes,0
69.82,72.51,65.57,4.0,Mid,Low,Yes,0
88.35,63.24,76.45,4.2,High,Medium,No,0
75.56,76.22,83.73,8.6,High,High,No,0
76.73,64.98,71.13,3.8,High,Low,No,0
66.23,42.79,72.1,0.6,Low,Low,Yes,0
65.17,67.21,100.0,6.5,High,Low,No,0
65.94,82.78,85.79,6.5,Low,Medium,Yes,0
77.52,65.53,86.5,0.5,Low,Medium,Yes,0
66.11,78.4,60.4,3.1,Low,High,Yes,0
76.06,49.27,67.93,5.4,High,Low,No,0
100.0,65.58,75.75,5.5,High,High,No,0
84.2,56.01,64.99,4.5,High,Medium,No,0
67.44,77.95,91.0,4.5,High,Low,Yes,0
88.82,66.5,89.1,2.6,Mid,High,No,0
66.29,77.04,69.66,0.0,High,Low,No,0
43.47,83.4,92.84,8.6,High,Medium,Yes,0
57.89,77.07,74.96,2.6,High,High,Yes,0
45.81,70.37,100.0,4.9,High,Low,Yes,0
67.08,50.03,76.45,4.2,High,Low,No,0
72.26,65.96,80.76,6.3,Mid,Low,Yes,0
95.47,57.47,89.0,4.7,Mid,High,Yes,0
76.58,60.49,87.78,4.8,Low,Medium,No,1
68.93,60.01,80.11,0.0,Low,Medium,Yes,0
83.61,50.32,73.59,2.8,High,High,Yes,0
41.04,34.68,80.14,6.0,Low,Low,No,1
75.3,55.31,66.84,5.8,Mid,High,Yes,0
82.79,69.09,76.52,2.6,High,High,No,0
51.3,44.43,63.91,1.3,Low,Medium,Yes,0
88.01,66.25,57.19,4.8,Low,High,No,1
76.74,96.4,75.5,0.0,Mid,Low,Yes,0
66.19,82.37,87.62,2.2,High,Medium,Yes,0
80.86,92.3,84.26,8.0,Low,Medium,No,1
100.0,72.26,74.18,7.4,Mid,Low,No,0
74.55,84.68,92.47,5.5,High,High,No,0
75.48,54.42,69.31,5.1,Mid,Medium,Yes,0
65.57,55.69,55.82,0.6,High,High,Yes,1
60.1,22.17,53.18,3.0,High,Low,Yes,0
83.62,84.98,63.19,3.9,High,Medium,No,0
60.01,90.65,83.17,3.1,Mid,Low,Yes,0
73.0,57.15,68.65,3.8,High,Medium,No,0
65.31,61.94,79.61,7.1,Low,Low,Yes,0
78.71,53.94,91.46,3.4,High,High,No,0
76.67,72.12,64.0,3.8,High,Low,No,0
86.53,84.0,79.78,6.0,Mid,Low,No,0
64.86,38.12,80.39,1.7,High,Low,No,0
68.22,72.55,66.39,2.8,Low,Low,Yes,0
58.3,61.57,88.54,3.0,Low,Low,No,1
65.78,67.81,72.12,4.6,High,High,Yes,0
77.28,73.34,71.16,3.8,Mid,High,Yes,0
82.6,62.99,96.12,3.9,Low,Medium,No,1
59.09,64.34,80.23,3.2,Mid,Low,No,0
84.17,62.58,84.25,2.4,High,High,Yes,0
90.98,81.53,88.55,5.7,Mid,Low,Yes,0
77.79,72.7,68.5,3.8,High,Low,Yes,0
98.28,69.53,87.5,5.7,High,Medium,No,0
61.17,45.66,69.98,2.3,Mid,Low,Yes,0
54.57,59.94,69.55,3.2,Low,High,Yes,0
47.1,80.38,72.28,4.1,High,Medium,Yes,0
92.94,66.6,68.78,4.2,High,Medium,Yes,0
81.16,76.55,83.22,6.0,High,Medium,Yes,0
71.22,94.26,77.67,3.6,Low,Low,Yes,0
75.92,82.62,70.09,6.0,Low,Medium,No,1
56.24,67.49,81.75,5.2,High,High,No,0
100.0,57.82,72.25,4.3,Low,High,No,1
73.81,25.14,71.72,2.6,Mid,Medium,No,0
73.53,63.31,75.49,6.0,Mid,Medium,No,0
82.16,60.78,79.63,2.6,Mid,Medium,Yes,0
78.73,72.25,78.9,4.5,Mid,Low,No,0
75.13,63.54,71.37,4.4,High,Medium,Yes,0
60.93,60.87,83.47,4.1,Mid,Medium,No,0
78.6,37.53,72.78,3.7,Low,Low,No,1
98.35,50.96,68.45,2.9,High,Medium,No,0
90.84,73.63,60.32,1.3,Low,Medium,No,1
94.3,93.45,84.83,7.3,Mid,High,Yes,0
64.84,64.44,75.12,3.5,High,High,Yes,0
58.15,71.24,77.11,4.2,High,High,No,0
70.24,81.24,85.46,4.2,High,Low,Yes,0
72.78,53.03,70.23,6.7,Mid,High,No,0
87.32,71.87,61.26,8.4,Low,High,Yes,0
48.31,54.15,75.7,4.8,High,Medium,No,0
93.41,79.84,78.08,4.2,Low,Low,Yes,0
69.79,68.42,72.37,2.3,Mid,Medium,Yes,0
66.02,70.78,89.74,1.6,Mid,Medium,No,0
57.83,53.48,50.14,1.0,Low,Low,No,1
48.83,77.31,86.2,2.9,High,Low,Yes,0
83.52,99.36,82.91,0.3,Low,Medium,Yes,0
73.03,49.87,79.57,6.7,High,Medium,No,0
53.94,60.56,50.0,5.3,High,Medium,No,0
53.87,69.71,87.84,4.0,Low,Low,No,1
67.3,78.58,64.74,6.7,High,Medium,No,0
95.37,57.05,69.92,2.4,High,Medium,Yes,0
68.37,20.67,73.29,2.9,High,High,Yes,0
50.96,87.75,79.07,0.6,Mid,High,No,1
68.56,78.17,81.39,6.0,High,High,Yes,0
68.18,38.11,83.93,2.9,Low,High,No,1
34.24,56.28,83.16,4.5,Mid,High,Yes,0
71.24,91.09,77.53,6.5,High,Medium,Yes,0
68.77,89.16,79.16,7.2,Mid,Medium,Yes,0
81.75,81.02,64.09,4.4,Low,Low,Yes,0
97.89,63.18,67.49,5.3,Mid,Low,No,0
87.77,67.33,83.95,2.7,Mid,Low,No,0
68.24,63.91,83.37,7.9,High,Medium,Yes,0
56.51,84.05,82.24,4.2,Low,High,Yes,0
100.0,51.99,69.86,4.7,Low,Medium,No,1
72.83,53.11,84.1,3.7,Mid,Medium,No,0
72.2,82.16,63.39,6.9,High,Low,No,0
71.66,65.29,85.77,4.9,Mid,Low,Yes,0
74.77,88.06,72.39,6.0,Mid,Low,No,0
69.98,55.26,91.84,5.2,Mid,Low,No,0
63.97,65.12,59.79,4.1,High,Medium,No,0
64.34,51.24,92.63,6.4,Mid,Low,Yes,0
71.54,66.12,71.39,5.2,High,High,Yes,0
64.39,42.34,71.21,2.6,Low,Medium,No,1
62.02,58.2,76.95,2.5,Mid,High,No,0
73.49,43.02,68.03,4.8,Low,Medium,Yes,0
68.43,77.1,74.28,6.3,Mid,Medium,Yes,0
93.06,77.47,67.62,7.8,Low,Low,Yes,0
34.89,38.32,67.99,0.9,High,High,No,1
87.28,87.34,79.87,4.6,Mid,Medium,No,0
89.45,100.0,65.98,5.5,Mid,High,Yes,0
42.97,66.74,67.32,5.1,High,Medium,No,0
67.2,55.74,61.27,6.5,Low,Medium,Yes,0
66.8,100.0,69.96,5.8,Low,Medium,Yes,0
52.29,44.9,88.12,2.5,High,High,Yes,0
61.11,66.32,66.54,2.5,Low,Medium,No,1
56.45,68.87,67.68,5.1,High,High,No,0
96.53,87.52,76.94,6.5,Low,High,No,1
85.1,71.76,71.29,4.8,High,Low,Yes,0
89.8,58.02,97.28,1.3,High,High,Yes,1
82.1,50.78,73.37,2.4,High,Medium,No,0
56.19,60.53,78.35,5.9,High,Medium,Yes,0
64.66,49.89,84.44,3.8,Low,Medium,Yes,0
78.85,66.77,84.25,4.7,Mid,Medium,No,0
54.89,56.97,77.33,6.6,Low,High,Yes,0
81.98,42.1,73.39,2.1,High,Low,No,0
68.64,86.08,95.24,3.7,Mid,High,No,0
66.75,58.04,74.0,3.5,Mid,Medium,No,0
81.95,45.71,70.58,5.2,Low,High,Yes,0
78.22,63.31,68.54,6.0,High,Low,No,0
66.95,67.09,57.73,1.5,High,Low,No,0
88.23,38.06,83.22,4.5,High,Low,Yes,0
56.87,71.31,51.52,6.2,High,Low,No,0
80.62,49.25,74.94,0.8,High,Low,No,0
80.3,93.38,72.95,4.4,Mid,High,Yes,0
67.67,74.38,97.4,2.1,Low,Low,Yes,0
76.57,59.6,56.68,3.2,Low,Low,No,1
54.48,54.08,65.99,0.0,Low,Medium,No,1
84.94,64.32,73.64,7.3,Mid,Low,Yes,0
69.41,75.8,73.02,3.8,Mid,High,No,0
64.68,65.59,69.5,2.9,Low,Medium,Yes,0
86.69,62.53,74.19,5.2,Mid,High,Yes,0
62.14,66.93,62.4,2.4,Mid,Medium,No,0
52.28,56.34,78.57,2.2,Low,Low,No,1
50.21,60.51,51.79,7.5,Mid,High,No,0
80.48,32.63,74.74,8.1,High,Medium,Yes,0
54.07,81.58,69.0,3.3,Low,High,No,1
96.57,70.78,85.16,6.6,Low,Medium,Yes,0
42.85,53.62,92.55,5.2,Low,Low,No,1
95.75,96.38,71.69,1.7,Low,High,Yes,1
74.95,67.39,88.91,2.6,Mid,High,Yes,0
70.65,49.42,71.84,7.6,Low,High,Yes,0
64.37,79.71,65.34,1.6,High,Low,Yes,0
77.59,72.37,92.46,9.1,Mid,Low,Yes,0
71.47,72.31,80.21,3.4,Mid,Medium,Yes,0
87.45,59.19,75.04,7.7,Low,High,No,1
73.6,73.21,81.87,3.9,Mid,Medium,Yes,0
74.1,61.81,77.74,6.1,Mid,Medium,Yes,0
66.91,74.9,74.31,7.3,Mid,Low,No,0
71.2,35.52,61.74,7.3,Low,High,No,1
76.31,59.06,72.29,3.3,High,Low,Yes,0
48.06,93.55,81.23,2.8,Low,High,Yes,0
53.13,53.73,73.77,4.3,High,Medium,Yes,0
82.41,56.34,84.02,1.9,Mid,Low,No,0
74.39,58.83,78.84,5.0,High,Low,Yes,0
69.42,46.56,66.22,2.9,Low,High,Yes,0
72.26,30.67,61.81,6.7,Low,Medium,Yes,0
76.87,62.31,73.43,3.4,Low,Low,Yes,0
64.44,68.17,69.76,1.0,Mid,Medium,No,0
61.1,65.16,78.36,7.3,High,Low,No,0
74.74,63.68,67.82,4.9,Low,Low,Yes,0
58.3,66.69,68.85,4.6,Low,Low,No,1
77.72,82.37,85.53,6.7,Low,Medium,Yes,0
48.16,62.95,76.48,6.2,Mid,Medium,Yes,0
86.41,56.81,67.97,3.0,Low,Medium,No,1
78.62,61.5,75.18,3.6,Mid,Medium,Yes,0
75.58,75.27,88.79,2.3,Mid,Medium,No,0
85.76,88.59,77.94,1.6,Low,Medium,No,1
95.32,55.95,80.93,5.7,Mid,Medium,Yes,0
86.2,67.58,67.48,5.3,Mid,High,No,0
46.23,71.41,85.26,6.0,Low,Medium,No,1
54.09,50.12,98.18,7.1,Low,Medium,No,1
63.25,66.33,67.09,6.0,High,High,No,0
72.37,42.55,63.18,6.2,Low,High,Yes,0
79.25,37.7,76.76,0.3,High,Medium,Yes,0
61.84,71.87,83.76,3.9,High,Medium,No,0
74.61,59.86,74.09,6.4,High,Medium,No,0
61.42,69.24,64.47,2.2,Low,High,No,1
63.44,65.71,73.91,4.7,High,Low,No,0
52.31,50.38,80.98,5.5,High,Low,No,0
59.07,65.28,70.93,5.4,High,Low,No,0
53.08,46.27,81.07,5.2,Low,Low,No,1
58.34,88.26,86.65,5.7,Low,Low,Yes,0
86.75,44.3,77.4,4.9,Low,Medium,Yes,0
58.71,62.87,74.72,1.6,Low,Low,Yes,0
100.0,49.32,83.29,5.5,Mid,Medium,Yes,0
78.91,75.13,66.44,5.1,Low,High,Yes,0
74.59,60.7,65.45,1.6,High,High,No,1
59.98,57.7,72.33,7.3,Low,Low,No,1
81.8,79.65,70.08,5.6,Mid,High,No,0
63.94,66.47,66.97,1.7,Mid,Medium,Yes,0
73.71,74.27,93.3,2.9,Mid,Low,Yes,0
100.0,50.3,96.72,3.4,Low,Low,No,1
70.66,43.52,71.46,3.4,Mid,Medium,No,0
88.09,67.72,75.92,5.1,Mid,Medium,Yes,0
62.16,60.9,73.12,2.5,Mid,Medium,Yes,0
71.51,76.02,86.07,6.8,Low,Low,No,1
96.79,64.72,88.06,6.6,Mid,High,No,0
63.22,69.28,57.23,5.7,Mid,High,No,0
97.37,40.03,79.76,4.6,High,High,Yes,0
81.91,96.21,61.93,6.4,High,High,No,0
64.13,63.37,92.58,3.9,High,Low,No,0
80.85,77.16,79.4,3.1,Mid,Medium,Yes,0
85.62,52.62,66.77,6.9,High,High,Yes,0
80.71,70.93,72.59,5.1,Low,Low,No,1
50.02,45.15,72.11,3.1,High,Low,Yes,0
61.82,73.23,80.25,3.7,Low,High,No,1
68.53,60.3,85.42,3.0,High,Medium,Yes,0
70.96,66.47,63.52,8.5,High,Medium,No,0
80.69,77.17,93.39,4.5,High,Low,No,0
74.49,46.28,91.06,4.8,Low,Medium,Yes,0
53.31,55.05,66.25,5.9,Low,Low,No,1
77.32,73.32,75.73,2.1,High,Medium,No,0
80.55,99.57,92.11,6.7,Low,High,Yes,0
79.84,63.79,87.33,3.3,High,Medium,Yes,0
87.13,75.46,71.63,8.2,Mid,High,Yes,0
83.67,64.29,83.14,3.9,Mid,High,Yes,0
78.43,97.08,100.0,6.6,Mid,Low,Yes,0
71.02,38.04,76.05,0.0,Low,High,Yes,1
48.75,67.51,68.67,2.1,Mid,Low,Yes,0
78.01,39.99,76.72,3.9,High,High,Yes,0
74.91,25.89,77.47,0.4,High,High,No,1
75.8,70.76,69.75,5.7,Low,High,No,1
54.13,68.23,79.42,5.1,High,Medium,Yes,0
56.87,61.44,62.46,2.5,Mid,Medium,Yes,0
86.74,64.3,68.34,4.5,High,High,No,0
71.45,100.0,82.58,6.1,Low,Low,Yes,0
81.54,61.87,57.45,0.3,High,High,No,1
72.4,74.16,84.03,2.0,High,Low,No,0
72.42,55.61,54.88,3.8,Mid,High,Yes,0
85.14,70.72,57.69,4.5,Low,High,No,1
64.78,62.19,70.01,4.4,Mid,Low,No,0
73.35,59.43,77.87,6.3,High,Low,Yes,0
65.53,95.1,88.25,5.5,Low,Medium,No,1
65.92,84.83,75.58,5.9,High,Low,No,0
67.67,68.19,72.53,1.7,High,High,No,1
75.11,29.13,80.8,4.8,Mid,Low,No,0
65.3,60.22,66.29,3.9,High,Medium,No,0
89.58,100.0,76.39,7.4,Low,High,Yes,0
59.48,62.31,63.01,4.8,Low,High,Yes,0
69.38,83.65,75.83,3.2,Mid,High,No,0
65.84,89.07,73.7,6.2,Mid,Low,No,0
92.26,69.5,66.96,5.6,Low,High,Yes,0
74.75,52.53,76.65,2.9,Mid,High,Yes,0
86.45,27.04,76.59,3.8,High,Low,Yes,0
51.2,76.95,86.75,3.8,Low,High,No,1
75.74,52.96,58.94,7.0,Mid,Low,Yes,0
84.45,68.82,74.24,4.9,Low,Low,Yes,0
73.15,46.0,67.4,6.0,High,Medium,Yes,0
86.92,61.76,83.7,3.5,Mid,High,No,0
64.76,66.54,82.54,5.2,Low,Low,No,1
91.73,70.3,80.08,7.1,High,Medium,Yes,0
100.0,48.16,67.96,3.8,Mid,Low,No,0
66.92,85.15,83.85,4.7,Low,High,Yes,0
65.76,56.45,59.7,1.8,High,Medium,Yes,0
92.35,39.21,57.65,3.0,High,Low,No,0
94.11,64.26,62.24,3.8,High,Medium,No,0
64.68,66.55,74.67,2.4,High,High,Yes,0
66.12,68.57,81.75,7.1,High,Low,No,0
68.06,87.79,50.0,2.8,Mid,High,No,0
53.18,62.22,88.23,6.1,High,Low,No,0
59.14,64.09,76.31,4.9,Mid,Medium,No,0
57.94,48.35,59.32,4.6,Mid,High,Yes,0
61.25,79.13,76.01,7.5,Low,Medium,Yes,0
71.51,68.95,85.93,0.0,Low,Low,Yes,0
75.28,59.28,80.99,4.1,Mid,Low,Yes,0
93.71,35.53,85.99,2.3,High,High,Yes,0
58.02,89.11,61.34,0.6,High,High,No,1
85.78,46.36,70.86,2.1,Mid,Low,No,0
69.0,56.54,65.75,4.5,High,Medium,Yes,0
71.31,71.73,92.18,3.0,Mid,Low,Yes,0
81.45,46.86,81.39,6.3,Low,Medium,Yes,0
56.28,42.1,100.0,4.1,High,High,Yes,0
77.35,32.02,70.32,3.9,High,Medium,No,0
74.33,77.54,67.75,3.9,High,Low,No,0
78.89,57.28,73.57,4.3,Low,Medium,No,1
76.05,100.0,88.78,3.7,High,High,No,0
100.0,50.09,71.34,2.8,Mid,Medium,No,0
63.07,51.26,76.24,6.5,High,Low,No,0
64.57,56.95,75.97,3.3,Mid,Low,No,0
63.28,69.89,75.39,3.7,High,Medium,Yes,0
64.22,58.48,68.48,5.4,Mid,Low,Yes,0
63.08,75.8,73.63,5.1,Low,High,Yes,0
88.65,50.34,73.2,2.7,High,Medium,No,0
91.89,43.89,74.92,6.0,Low,Medium,No,1
64.01,37.23,84.44,5.6,Low,Medium,Yes,0
60.35,30.42,92.61,4.9,High,Low,Yes,0
78.6,57.71,66.6,3.6,High,Medium,No,0
64.27,61.18,71.08,3.7,Mid,Medium,No,0
80.86,55.9,66.75,4.1,High,Medium,No,0
74.84,85.89,76.87,2.0,High,Medium,No,0
50.78,85.65,69.62,4.4,Mid,High,No,0
93.67,60.64,77.4,6.3,Mid,Low,No,0
97.14,37.3,86.04,6.3,High,High,Yes,0
63.42,56.93,50.0,3.7,High,Medium,No,0
66.57,56.4,79.92,6.6,High,Low,Yes,0
76.0,55.49,70.4,8.3,Low,Medium,Yes,0
76.68,54.84,79.6,3.9,Low,High,Yes,0
81.22,55.54,66.04,5.9,High,Medium,No,0
100.0,59.82,86.96,0.0,Mid,High,No,1
69.52,55.83,84.13,2.0,High,High,Yes,0
60.82,69.33,80.68,4.7,High,Low,No,0
52.69,71.77,82.93,2.5,Low,Medium,No,1
61.77,51.43,67.54,8.6,High,Medium,Yes,0
71.54,86.34,68.8,5.7,High,Medium,Yes,0
97.12,50.32,82.52,6.4,Low,Low,Yes,0
64.75,40.12,67.32,4.4,Low,High,No,1
75.13,72.09,89.46,2.5,Mid,Low,No,0
71.77,52.92,71.76,3.5,Mid,Low,No,0
88.64,71.14,80.02,5.0,Mid,High,Yes,0
100.0,27.54,95.99,3.2,High,Medium,No,0
64.57,88.28,67.94,5.8,Mid,High,No,0
65.15,76.76,75.69,5.9,Low,High,No,1
86.62,41.99,85.54,4.5,Mid,High,Yes,0
81.55,42.34,84.51,0.8,High,Medium,Yes,0
97.85,92.76,71.72,7.9,High,High,No,0
80.17,54.2,69.83,4.1,Mid,Low,Yes,0
66.97,52.65,72.67,9.9,High,High,Yes,0
80.27,29.74,89.48,5.8,High,High,No,0
87.52,60.39,72.21,4.1,High,Low,No,0
83.49,62.36,75.78,5.4,Mid,Medium,Yes,0
79.1,77.45,70.73,0.5,High,Low,No,0
86.93,43.61,82.06,6.6,Mid,Medium,No,0
88.37,41.68,76.56,9.6,Mid,Medium,No,0
91.35,73.22,64.97,0.3,High,Medium,No,0
81.08,82.11,65.31,3.9,Mid,Medium,No,0
69.66,40.86,55.01,4.3,Mid,Low,No,0
74.05,83.3,66.69,6.3,High,Medium,No,0
88.89,66.6,82.94,8.7,High,Low,Yes,0
60.56,83.47,88.24,5.3,Mid,High,No,0
77.16,64.88,81.86,8.8,Low,Low,No,1
66.49,25.64,80.55,4.8,Low,High,Yes,0
72.4,63.57,73.73,5.4,Low,Low,No,1
89.9,82.96,82.75,5.2,Low,High,No,1
74.68,51.7,77.86,6.9,Mid,Low,No,0
72.65,59.79,93.04,3.7,High,Low,Yes,0
52.96,63.18,74.02,6.1,Low,Low,No,1
82.45,19.61,88.43,2.0,High,Low,No,0
81.04,92.74,83.74,3.9,Low,High,Yes,0
100.0,51.58,82.35,3.2,Low,Medium,Yes,0
67.69,74.09,54.89,4.7,Low,Low,No,1
75.07,64.61,84.29,3.9,High,High,No,0
75.49,86.12,73.72,6.8,High,Low,No,0
94.08,72.5,70.56,2.7,Low,Medium,No,1
70.67,62.24,60.17,1.0,High,High,Yes,1
75.91,51.7,74.94,1.8,Low,High,No,1
80.51,78.77,75.34,6.5,Mid,High,Yes,0
74.61,36.02,61.97,2.6,High,Low,No,0
65.75,76.33,60.27,5.3,Low,Low,Yes,0
74.72,48.42,79.87,3.9,Mid,Medium,No,0
87.03,86.04,83.72,6.1,Mid,Medium,Yes,0
57.63,68.58,76.9,4.0,Low,Low,Yes,0
73.86,76.31,86.51,10.0,Mid,Low,No,0
62.2,67.31,74.14,8.3,Mid,High,No,0
88.73,37.96,74.46,3.9,Low,Low,No,1
50.68,52.23,65.83,3.6,Mid,High,Yes,0
64.18,76.76,59.4,10.0,Mid,Medium,No,0
77.28,68.67,93.55,2.3,Low,Low,No,1
93.92,84.9,86.31,4.4,Low,Medium,Yes,0
71.08,72.45,61.07,4.5,Mid,Low,Yes,0
64.23,50.53,76.56,4.5,High,Low,No,0
98.34,53.26,74.0,1.0,Low,High,Yes,1
51.73,67.65,72.26,5.5,High,Low,Yes,0
41.22,28.98,70.91,2.6,Low,Medium,Yes,1
78.16,92.78,78.81,7.4,High,Low,Yes,0
64.97,73.07,83.18,1.6,Low,Medium,Yes,0
57.7,85.63,79.02,4.6,Mid,Low,Yes,0
81.92,40.71,73.79,0.1,Mid,Medium,No,0
75.41,85.91,73.43,0.2,High,Medium,No,0
64.1,100.0,84.37,2.8,High,Medium,No,0
54.08,44.87,79.63,3.1,Low,Low,No,1
84.21,78.34,75.73,7.4,Low,High,No,1
81.1,66.02,74.64,4.4,High,Medium,No,0
70.61,41.29,78.45,7.1,High,Medium,No,0
97.85,73.89,70.32,3.7,Mid,High,No,0
57.02,79.34,83.22,5.7,High,Medium,Yes,0
50.64,56.38,64.24,3.0,Mid,Medium,No,0
62.31,84.65,70.89,2.9,High,Low,No,0
71.36,39.33,81.11,0.9,Mid,High,Yes,1
75.41,42.08,63.67,5.2,Mid,Medium,Yes,0
68.62,68.19,59.27,5.0,Mid,Low,No,0
76.93,66.41,75.63,6.1,Low,Low,Yes,0
54.48,54.53,58.04,4.9,Mid,Low,No,0
92.21,78.95,62.01,8.6,High,Low,Yes,0
70.85,74.49,82.57,4.9,High,High,No,0
87.64,79.73,72.95,6.5,High,High,Yes,0
76.8,64.03,87.85,3.9,Low,Low,Yes,0
78.39,75.64,62.95,2.7,Mid,High,No,0
79.98,58.87,74.06,5.9,Low,Low,No,1
78.27,98.86,79.0,4.3,Mid,Medium,No,0
81.0,53.0,63.29,6.2,High,Medium,No,0
90.61,99.68,85.32,5.2,Mid,Low,No,0
74.75,66.56,80.11,2.9,Low,Medium,Yes,0
81.93,43.99,58.91,6.6,Low,Low,Yes,0
70.74,87.89,74.62,2.8,Low,Medium,No,1
92.16,68.01,78.86,5.8,Low,Medium,Yes,0
62.53,79.62,69.1,7.1,High,High,Yes,0
97.21,85.58,60.2,3.7,Low,Low,No,1
71.44,71.41,77.78,6.8,Low,High,Yes,0
51.97,56.52,97.11,5.3,Low,Low,No,1
73.79,81.61,71.13,6.2,High,Medium,Yes,0
62.47,66.01,90.69,2.8,Mid,Low,No,0
83.77,76.97,67.48,4.9,High,Low,Yes,0
62.86,31.54,77.16,1.7,High,Low,Yes,0
65.75,73.15,82.72,7.9,High,Low,No,0
45.55,55.78,74.92,0.5,Mid,Medium,No,0
65.67,92.45,72.02,3.8,Low,Medium,Yes,0
38.07,75.97,82.26,2.6,High,High,No,0
49.83,69.84,93.91,5.8,Low,Low,Yes,0
82.65,73.78,78.01,8.3,Low,High,No,1
83.0,50.02,69.84,5.8,Mid,Medium,No,0
77.96,91.97,73.1,10.0,Mid,Medium,Yes,0
58.46,97.86,100.0,1.7,High,Low,Yes,0
71.33,72.29,76.35,1.9,Mid,Low,Yes,0
71.95,91.45,69.06,2.7,Mid,High,Yes,0
55.78,56.89,63.55,4.7,Mid,Medium,Yes,0
93.05,53.25,56.74,2.4,Low,High,No,1
84.28,66.65,78.64,3.0,Mid,Medium,Yes,0
68.91,72.96,81.55,5.7,High,Medium,No,0
72.38,59.7,71.03,2.0,Mid,High,No,0
74.92,74.6,74.85,2.2,High,Medium,No,0
43.42,70.9,63.3,3.7,High,Medium,No,0
68.54,50.03,76.33,3.9,Mid,High,No,0
62.45,74.3,79.81,6.5,Low,Medium,No,1
57.98,79.82,69.65,2.7,High,High,Yes,0
68.06,68.74,91.9,3.1,High,Low,Yes,0
97.17,84.44,66.63,5.7,High,Medium,No,0
80.97,46.52,77.83,6.1,Mid,High,Yes,0
64.0,73.49,83.48,7.4,High,Medium,Yes,0
80.02,47.28,74.23,5.4,Mid,Medium,Yes,0
91.59,48.17,73.12,4.8,High,High,Yes,0
84.94,55.91,60.71,5.7,Low,Low,Yes,0
72.83,50.93,88.57,4.0,High,High,No,0
62.94,57.23,73.3,4.0,Mid,Medium,Yes,0
81.78,62.57,80.37,1.0,Mid,Low,No,0
77.51,79.39,81.73,6.3,High,Low,No,0
84.53,60.86,68.72,4.9,Mid,Medium,Yes,0
80.89,40.63,73.02,6.1,Low,High,No,1
86.69,84.24,88.34,0.0,Mid,High,No,1
64.51,52.61,63.83,4.4,High,Medium,Yes,0
90.44,65.06,96.28,2.8,Low,High,No,1
74.77,73.14,67.55,7.5,Mid,High,Yes,0
100.0,69.19,63.2,5.7,High,High,No,0
62.35,83.51,76.32,5.0,Mid,Low,Yes,0
96.3,73.66,97.08,3.6,High,Low,Yes,0
74.77,52.22,55.89,5.3,Mid,High,No,0
62.88,100.0,73.59,2.6,Mid,Medium,No,0
65.23,69.11,79.76,4.3,Low,Medium,No,1
67.52,63.64,75.34,3.3,Low,Medium,No,1
77.94,81.42,78.82,9.0,Mid,Medium,Yes,0
79.32,69.99,67.82,7.4,High,High,Yes,0
63.97,72.39,69.0,6.6,High,High,No,0
71.66,100.0,73.52,1.5,Mid,Medium,Yes,0
100.0,61.6,63.7,6.2,Mid,High,No,0
96.19,60.92,74.55,4.9,Low,Medium,No,1
78.11,67.87,71.11,6.9,Mid,Medium,Yes,0
72.53,83.14,70.3,5.1,Mid,Low,No,0
73.68,41.9,78.21,4.5,High,Medium,Yes,0
80.59,34.55,56.79,5.0,Low,Low,Yes,0
57.68,56.61,72.71,0.9,Low,Medium,Yes,0
